genres,item_name,release_date,price,item_id,developer,year
"['Action', 'Indie']",Apez,2017-08-01,9.99,683210,A and F studios,2017
"['Adventure', 'Casual', 'Indie']",How to Fool a Liar King,2017-10-04,14.99,635790,"Chu-3,Bakufu Narayama",2017
"['Action', 'Indie']",60 Second Strike,2017-10-05,9.99,696540,Amplecti Chao,2017
"['Adventure', 'Indie', 'RPG']",Underhero,2018,4.99,573320,Paper Castle Games,2018
"['Action', 'Adventure', 'Indie']",After Death,2017-10-04,13.99,713160,After Death Team,2017
"['Action', 'Indie']",The Red Front,2017-10-05,5.99,709790,10ft Games,2017
"['Casual', 'Indie']",Dawn of a Soul,2017-10-02,7.99,701910,Waldemar Umaniz,2017
['Indie'],Gravity Ball,2017-10-05,0.99,716870,RewindApp,2017
['Simulation'],FSX Steam Edition: Night Environment Denmark Add-On,2017-10-05,10.99,622358,Chris Bell - Creative Design Studios,2017
"['Casual', 'Indie', 'Sports']",Hopscotch,2017-10-05,2.99,710310,Dextrit,2017
"['Casual', 'Indie', 'Simulation']",Owl's Midnight Journey,2017-10-05,2.99,710940,Dextrit,2017
"['Adventure', 'RPG']",Lantern of Worlds,2017-10-05,2.99,712070,Fasold Games,2017
"['Action', 'Indie', 'Strategy']",Awesomenauts - Soulhuntress Raelynn Skin,2017-10-05,5.99,605940,Ronimo Games,2017
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Abstractanoid,2017-10-05,1.99,714640,katanadeath,2017
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Infinite Gateway,2017-10-05,1.99,713800,"Half-Face Production,Nova Dimension",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - A07: Alchemist's Errand (5E),2017-10-05,6.99,718520,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Midgard Heroes (5E),2017-10-05,14.99,727870,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Village Backdrop: Hard Bay (5E),2017-10-05,2.99,706700,"SmiteWorks USA, LLC",2017
"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",Forgotten Lore,2017-10-06,4.99,391240,Coty Getzelman,2017
"['Free to Play', 'Indie']",SORE,2016-07-29,4.99,690060,Bazitov Mikhail,2016
"['Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Mafia is Alive,2017-10-05,2.99,702180,ZO Studio Games,2017
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Qbike: Crypto Motorcycles,2017-10-05,5.99,713610,GexagonVR,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Unearthing Process,2017-10-05,1.99,654700,"Alexandru C.,Vector 7",2017
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",Pro Gamer Manager 2,2017-10-05,19.99,656530,Millenway,2017
['Strategy'],Arms Race - TCWE,2017-10-05,14.99,583590,Alina Digital,2017
"['Adventure', 'Indie']",A Hat in Time,2017-10-05,29.99,253230,Gears for Breakfast,2017
"['Action', 'Casual', 'Indie']",RUNRUNRUN,2017-10-06,4.99,712210,Zoglu,2017
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Stuttgart,2017-10-06,24.99,675350,"German Airports Team,Omar Masroor,Caipirinha Games",2017
['Photo Editing'],CyberLink PhotoDirector 9 Ultra,2017-10-06,99.99,679550,CyberLink,2017
"['Casual', 'Indie']",Vampires!,2017-10-06,1.99,713050,For Kids,2017
"['Action', 'Indie', 'Strategy']",Mushroom Wars 2,2017-10-06,14.99,457730,Zillion Whales,2017
['Casual'],Jam Studio VR - Disney Camp Rock Bundle,2017-10-06,7.99,729250,"Beamz Interactive, Inc.",2017
['Casual'],Jam Studio VR - Disney Stars Bundle,2017-10-06,5.99,729260,"Beamz Interactive, Inc.",2017
"['Indie', 'Simulation', 'Sports', 'Strategy']",Franchise Hockey Manager 4,2017-10-06,39.99,595420,Out of the Park Developments,2017
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Empire Architect,2017-10-06,14.99,593490,Batholith Entertainment,2017
"['Action', 'Indie']",Mall Mayhem,2017-10-06,3.99,629400,Titanium Game Studios,2017
"['Action', 'Casual', 'Indie']",BLADENET,2017-10-06,14.99,684300,Flyleap Studios,2017
"['Indie', 'Racing', 'Early Access']",Pet Squad Racing,2017-10-06,3.99,710250,Otterly Bearable Games,2017
['Indie'],Gone Astray,2017-10-09,3.99,718970,Tom-Erik Nielsen,2017
"['Casual', 'Indie']",Cubic,2017-10-09,0.99,718330,Mikhail Melnikov,2017
"['Casual', 'Simulation', 'Sports']",3D MiniGolf: Candy Shop,2017-10-09,4.99,670560,Z-Software GmbH,2017
['RPG'],Unrested Development,2017-10-09,3.99,718830,Rock Cow Productions,2017
"['Casual', 'Indie', 'Strategy']",LOGistICAL: Japan,2017-10-06,8.99,718490,Sacada,2017
"['Action', 'Free to Play', 'Massively Multiplayer']",Prime Arena - Founder Pack,2017-09-16,19.99,678740,Nival,2017
"['Adventure', 'Casual']",Hidden Expedition: The Fountain of Youth Collector's Edition,2017-10-09,12.99,723940,Eipix Entertainment,2017
"['Casual', 'Indie', 'Strategy']",PEG,2017-10-09,0.99,699600,Arzola's,2017
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Conspicuous Consumption DLC,2017-10-09,2.99,665500,Mohawk Games,2017
"['Indie', 'RPG']",The Dungeon of Destiny,TBD,4.99,555980,LEVER Software,TBD
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Crankies Workshop: Freebot Assembly,2017-10-10,4.99,724280,Crankies Smartworks,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Carrion Crown AP 1: The Haunting of Harrowstone (PFRPG),2017-10-10,19.99,727810,"SmiteWorks USA, LLC",2017
"['Action', 'RPG']",The Surge - Fire & Ice Weapon Pack,2017-10-10,4.99,702980,Deck13,2017
['Action'],Deadbeat Heroes,2017-10-10,14.99,614090,Deadbeat Productions,2017
['Action'],Deadbeat Heroes: Collector's Upgrade,2017-10-10,4.99,714380,Deadbeat Productions,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 1: In Hell's Bright Shadow (PFRPG),2017-10-10,24.99,728640,"SmiteWorks USA, LLC",2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – 2000s Mix Song Pack III,2017-10-10,7.99,637753,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Hinder - “Lips of an Angel”,2017-10-10,2.99,637754,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Band of Horses - “The Funeral”,2017-10-10,2.99,637755,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Kelly Clarkson - “Breakaway”,2017-10-10,2.99,637756,Ubisoft - San Francisco,2017
"['Indie', 'Sports', 'Strategy']",Bottom of the 9th,2017-10-11,6.99,705020,Handelabra Games Inc.,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Village Backdrop : Woodridge (5E),2017-10-10,2.99,731810,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Compass Point #05: The Tower of Lord Munch (PFRPG),2017-10-10,5.99,732180,"SmiteWorks USA, LLC",2017
"['Action', 'Adventure', 'Indie']",Wunderdoktor,2017-10-11,9.99,705450,Ghostbutter,2017
"['Adventure', 'Casual', 'Indie']",Run Zeus Run,2017-10-11,0.99,715510,GamerzDan,2017
"['Action', 'Indie', 'RPG']",Creekside Creep Invasion,2017-10-11,9.99,551060,Ouch Giver Games,2017
"['Action', 'Adventure', 'Indie']",Wunderdoktor - Official Soundtrack,2017-10-11,1.99,730080,Ghostbutter,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Unlikely Heroes (5E),2017-10-10,14.99,732220,"SmiteWorks USA, LLC",2017
"['Adventure', 'Casual']",Dark Romance: Vampire in Love Collector's Edition,2017-10-11,12.99,723930,Domini Games,2017
"['Adventure', 'Casual', 'Indie', 'Strategy']",Mirrors,2017-10-11,3.99,709470,Monocool Interactive,2017
"['Action', 'Casual', 'Indie']",INWAY,2017-10-11,0.99,713950,Hipix Studio,2017
"['Casual', 'Indie']",My Coloring Book: Animals,2017-10-11,0.99,721430,For Kids,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Grim Dawn - Ashes of Malmouth Expansion,2017-10-11,17.99,642280,Crate Entertainment,2017
"['Casual', 'Indie', 'Strategy']",Don't Die!,2017-10-11,4.99,659870,Michael Cox,2017
"['Casual', 'Indie']",Feeding The Monster,2017-10-11,0.99,722250,For Kids,2017
['RPG'],新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),2001-07-21,4.99,695630,SOFTSTAR TECHNOLOGY BEIJINGCOLTD,2001
"['Action', 'Casual', 'Indie', 'Strategy']",The Village,2017-10-12,4.99,632050,Prootgames,2017
"['Casual', 'Indie', 'RPG', 'Strategy']",Tiny Force Deluxe,2017-10-12,5.99,688620,Sinergia Studios,2017
"['Adventure', 'Indie']",Yono and the Celestial Elephants,2017-10-12,14.99,602430,Neckbolt,2017
"['Casual', 'Indie']",SiNKR,2017-10-12,0.99,676420,Robert Wahler,2017
"['Action', 'Indie']",Train Bandit,2017-10-12,0.99,655370,Rusty Moyher,2017
"['Indie', 'RPG', 'Simulation', 'Early Access']",Island Build Masters,2018-03-08,6.99,709280,"Evgeniy Psarev,Alexey Irhin,Dmitry Ryabchunov",2018
"['Adventure', 'Indie']",A Near Dawn,2018-09-25,4.99,728170,Far-off Daydream Games,2018
['Indie'],Neptunian Donut,2017-10-12,0.99,713540,Alex's Daddy,2017
"['Casual', 'Indie', 'Simulation', 'Early Access']",Pinball Wicked,2017-10-12,17.99,595960,Formslingers,2017
"['Action', 'Adventure', 'RPG']",Chevo Lurker: Exodus,2017-10-12,1.99,712010,Perverse Games,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Polish Armed Forces Camouflage Pack,2017-10-12,3.99,722800,JetCat Games,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']",Frontiers.io,2017-10-12,0.99,721670,Boogygames Studios,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Search and Rescue Camouflage Pack,2017-10-12,3.99,730490,JetCat Games,2017
"['Adventure', 'Casual', 'Indie']",Galaxy Girls - Erica Alone in Deep Space,2017-10-13,2.99,576613,BurstRay Games,2017
"['Adventure', 'Casual', 'Free to Play', 'Indie']",MobileZombie,2017-09-16,4.99,694180,YIMING ZHANG,2017
"['Action', 'Casual', 'Indie']",Pooper Scooper,2017-10-13,1.99,682370,Absent Moon Studios,2017
"['Adventure', 'Indie']",Shattered,2017-10-13,4.99,712620,Devin Eastmond,2017
"['Action', 'Indie']",Celestial Breach,2017-10-13,9.99,547970,Dark Nebulae,2017
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Valentine Panic,2017-02-14,0.99,658060,Michaela Laws,2017
"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",City of Ages: Picture Supportive Text MUD (server and client included),2017-10-23,4.99,688930,Darren N Lory,2017
"['Adventure', 'Indie', 'Strategy']",The Legend of Slime,2017-10-13,2.99,701680,XiaoLongBao Games,2017
['Racing'],BAFL - Brakes Are For Losers,2017-10-18,9.99,573070,Oudidon,2017
"['Indie', 'Simulation']",Gold Rush: The Game,2017-10-13,19.99,451340,Code Horizon,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",大乱斗 Chaos Battle,2017-10-13,5.99,714880,绿叶工作室,2017
"['Adventure', 'Casual', 'Indie']",Speebot,2017-10-13,14.99,731320,keyreal,2017
['Adventure'],Space Geekz - The Crunchy Flakes Conspiracy,2017-10-13,7.99,661550,x86-Games,2017
"['Action', 'Casual', 'Indie']",Viral,2017-10-13,0.99,717840,Dunfan Lu,2017
"['Indie', 'Strategy', 'Early Access']",The Base,2017-10-13,2.99,707220,GMGame,2017
"['Design &amp; Illustration', 'Utilities']",CPUCores :: System Hardware Analyzer,2017-10-13,1.99,726480,Tim Sullivan,2017
"['Action', 'Casual', 'Indie']",Bounce Ball,2017-10-13,1.99,721080,SP Digital Arts Inc.,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - US Marine Corps Camouflage Pack,2017-10-13,3.99,730510,JetCat Games,2017
"['Indie', 'Strategy']",Six-ear Macaque,2017-10-14,3.99,669000,FeatherFan,2017
"['Action', 'Free to Play', 'Massively Multiplayer']",Warface - Defender Pack,2017-10-16,24.99,720450,Crytek,2017
"['Adventure', 'RPG']",Lantern of Worlds - The Story of King Valdemar,2017-10-16,4.99,722270,Fasold Games,2017
"['Action', 'Indie', 'Strategy']",McDROID - The Swan Song DLC,2017-10-13,1.99,400950,Elefantopia,2017
"['Casual', 'Indie']",Packet Queen #,2017-10-16,4.99,702930,Studio F#,2017
"['Adventure', 'Casual']",Timeless: The Lost Castle,2017-10-16,9.99,729780,Boolat Games,2017
"['Action', 'Casual', 'Indie', 'Early Access']",Wasted Pizza,2017-10-16,0.99,709820,Supine,2017
['Design &amp; Illustration'],mdiapp+ SE,2017-10-16,59.99,403030,nattou.org,2017
"['Action', 'Casual', 'Indie']",Endless Treasure Hunt,2017-10-16,0.99,714290,Lunarhellgames,2017
"['Adventure', 'Indie']",Tyd wag vir Niemand - Soundtrack,2017-10-16,3.99,733400,Skobbejak Games,2017
"['Casual', 'Indie', 'Racing']",Nash Racing 2: Muscle cars,2017-10-16,0.99,713580,"Tero Lunkka,Valkeala Software",2017
"['Action', 'Casual', 'Indie']",Black Friday: The Game,2017-10-16,1.99,712700,BloodyStation,2017
"['Action', 'Indie']",Overgrowth,2017-10-16,29.99,25000,Wolfire Games,2017
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",3on3 FreeStyle,2017-10-16,4.99,624910,Joycity,2017
"['Action', 'Indie', 'Strategy']",Mushroom Wars 2 - Official Soundtrack,2017-10-16,1.99,731130,Zillion Whales,2017
['Indie'],Senalux,2017-10-16,7.99,654580,Pixel with Hat,2017
['Indie'],Senalux Level Pack 2,2017-10-16,4.99,722880,Pixel with Hat,2017
"['Action', 'Casual', 'Indie']",Digby Extreme,2017-10-16,4.99,593070,3 Sprockets,2017
"['Action', 'Indie']",Rosenkreuzstilette Freudenstachel,2017-10-17,13.99,564160,"[erka:es],Darksquid Media",2017
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Life At Space,2017-10-10,1.99,711120,Andrey Haritonov,2017
"['Indie', 'Massively Multiplayer', 'Strategy']",WARZONE,2017-10-17,9.99,712230,KEA Games,2017
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Chess Ultra Imperial chess set,2017-10-17,9.99,639001,Ripstone,2017
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Russian Federal Security Service Camouflage Pack,2017-10-17,2.99,730520,JetCat Games,2017
['Strategy'],Rush on Rome,2017-10-17,6.99,710460,Z-Software GmbH,2017
"['Adventure', 'Simulation', 'Sports']",theHunter™: Call of the Wild - Medved-Taiga,2017-10-17,7.99,695680,Expansive Worlds,2017
['Casual'],Entanglement,2017-10-17,4.99,719140,Gopherwood Studios LLC,2017
['Adventure'],Yorkshire Gubbins,2017-10-17,4.99,716650,Stairfall Institute,2017
"['Casual', 'Indie']",Golf 2D,2017-10-17,1.99,725680,RewindApp,2017
"['Casual', 'Indie']",Blindsight,2017-10-17,4.99,722380,Goddard Games,2017
['Action'],Marvel vs. Capcom: Infinite - Captain America Gladiator Costume,2017-10-17,3.99,721109,Capcom,2017
"['Action', 'Adventure', 'Indie', 'RPG']",MyWorld - Scraplands,2017-10-17,4.99,723620,The Game Creators,2017
"['Action', 'Indie']",The Man in the Cape: Special Edition,2017-10-17,2.99,706480,Long Division LLC,2017
['Action'],Marvel vs. Capcom: Infinite - Superior Iron Man Costume,2017-10-17,3.99,721110,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Ultimate Thor Costume,2017-10-17,3.99,721111,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Doctor Strange Illuminati Costume,2017-10-17,3.99,721112,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Ultimate Hawkeye Costume,2017-10-17,3.99,721116,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Ghost Rider Outlaw Costume,2017-10-17,3.99,721115,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Dormammu Molten Costume,2017-10-17,3.99,721117,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Ryu Wanderer Costume,2017-10-17,3.99,721131,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Dante Nephilim Costume,2017-10-17,3.99,721132,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Morrigan Night Warrior Costume,2017-10-17,3.99,721133,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Chun-Li Casual Costume,2017-10-17,3.99,721141,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Firebrand Ultimate Costume,2017-10-17,3.99,721142,Capcom,2017
['Action'],Marvel vs. Capcom: Infinite - Chris Classic Costume,2017-10-17,3.99,721143,Capcom,2017
"['Free to Play', 'Indie', 'Strategy', 'Early Access']",Relik,2017-10-18,4.99,679400,Iron 27,2017
"['Casual', 'Indie']",Invisibox,2017-10-18,0.99,620940,Retrific,2017
"['Action', 'Adventure', 'Simulation']",CAR THIEF SIMULATOR 2017,2017-10-18,9.99,726060,Emil Varez,2017
['Indie'],Tametsi,2017-10-18,2.99,709920,Grip Top Games,2017
"['Action', 'Indie']",ICEBOX: Speedgunner,2017-10-18,9.99,577150,Games Of Edan,2017
"['Indie', 'RPG', 'Strategy']","Fantasy Grounds - Noble Cause, Bloodied Hands (5E)",2017-10-18,9.99,737320,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Creature Components Volume 1 (PFRPG),2017-10-18,10.99,732270,"SmiteWorks USA, LLC",2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Conquering Heroes (5E),2017-10-18,5.99,731140,"SmiteWorks USA, LLC",2017
['Indie'],Campfire Cooking,2017-10-18,5.99,679500,Layton Hawkes,2017
['Action'],Think of the Children,2017-10-19,9.99,573600,Jammed Up Studios,2017
"['Action', 'Adventure']",Spelunker Party!,2017-10-19,29.99,629860,"Tozai Games, Inc.,O-TWO inc.",2017
['Casual'],Cats Make You Smarter!,2017-10-19,4.99,720670,SandorHQ,2017
"['Indie', 'Strategy']",Stars in Shadow: Legacies,2017-10-19,4.99,698280,Ashdar Games,2017
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Party Hard Tycoon,2017-10-19,9.99,513330,"Pinokl Games,Kverta Limited",2017
"['Action', 'Adventure']",Life is Strange: Before the Storm Episode 2,2017-10-19,4.99,642080,Deck Nine,2017
"['Action', 'Adventure', 'Indie', 'Strategy']",Star Control: Kessari Quadrant,1996-08-31,3.99,358930,Legend Entertainment,1996
"['Indie', 'Simulation', 'Strategy']",Party Hard Tycoon OST,2017-10-19,4.99,733080,Pinokl Games,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Devin Night Pack 77: Steampunk 2 (Token Pack),2017-10-18,4.99,737400,"SmiteWorks USA, LLC",2017
"['Action', 'Adventure', 'Indie', 'Strategy']",Star Control: The Ur-Quan Masters,1992-11-17,3.99,358920,Toys for Bob,1992
"['Simulation', 'Strategy']",Bomber Crew,2017-10-19,14.99,537800,Runner Duck,2017
"['Adventure', 'Casual']",Modern Tales: Age of Invention,2017-10-19,9.99,678970,Orchid Games,2017
"['Action', 'Free to Play']",Hide and Shriek,2016-10-25,4.99,480430,Funcom,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Fidget Spinner Editor - Expansion Pack 2,2017-10-19,0.99,737860,Myarcadegames Studios,2017
['Action'],Hide and Shriek - Mask Pack,2017-10-19,4.99,729850,Funcom,2017
"['Action', 'Adventure', 'Casual', 'Indie']",The Final Specimen: Arrival - Soundtrack,2017-10-19,4.99,715540,Gigantoraptor Games,2017
['Indie'],JU,2017-10-19,0.99,684430,张公子,2017
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Skirmish Line,2017-10-19,9.99,666820,"Snarky Ant, LLC",2017
"['Adventure', 'Strategy']",Marinatide,2017-10-19,6.99,566420,Viistopro,2017
"['Casual', 'Indie', 'Simulation', 'Strategy']",Domino,2006-06-08,4.99,724580,bakno Games,2006
"['Action', 'Adventure', 'Indie', 'Early Access']",Signal Decay,Fall 2017,4.99,508650,Nela System,Fall 2017
"['Adventure', 'Casual', 'Indie', 'Simulation']",Sea Of Fatness: Save Humanity Together,2017-10-20,4.99,721740,Fusion.Robot &amp; Co,2017
"['Casual', 'Indie']",Dead Noir the Heart,2017-10-20,3.99,718920,Aundre Rogers,2017
"['Casual', 'Indie', 'Simulation']",5-in-1 Bundle Brain Trainings,2017-10-20,9.99,715710,ALEKSANDER CHIEPAIKIN,2017
"['Action', 'Indie', 'RPG', 'Strategy']",Steel Rain - Soundtrack,2017-10-20,3.99,672810,"PolarityFlow,Adrian Zingg",2017
"['Action', 'Indie', 'RPG', 'Strategy']",Steel Rain - Expeditions,2017-10-20,5.99,672800,"PolarityFlow,Adrian Zingg",2017
"['Adventure', 'Indie', 'RPG']",Choice of Broadsides,2010-04-01,3.99,726460,Choice of Games,2010
"['Adventure', 'Casual', 'Indie']",In The Shadows,2017-10-20,15.99,470580,Colorspace Studio,2017
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Doodle God Blitz - World of Magic DLC,2017-10-20,3.99,733880,JoyBits Ltd.,2017
"['Adventure', 'Casual', 'Indie']",Tales of Escape - Cold As Ice,2017-10-20,4.99,686790,OnSkull Games,2017
"['Action', 'Adventure', 'Indie', 'Early Access']",PROJECT AZRIEL,2017-10-20,19.99,669700,CurriculaWorks,2017
"['Adventure', 'Indie', 'RPG', 'Strategy']",Get To Amkonius,2017-10-20,3.99,720160,Amkonius Games,2017
"['Action', 'Indie']",Record Store Nightmare,2017-10-22,1.99,722400,"Hot Seat, Ltd",2017
"['Audio Production', 'Utilities']",ASMR Universe 2,2017-09-07,6.99,690280,Colossal Wreck,2017
"['Casual', 'Indie', 'Sports', 'Strategy', 'Early Access']",Chessia,2017-10-22,7.99,689270,"Hakki Ozturk,Halil Ibrahim Ozturk",2017
"['Action', 'Free to Play', 'Simulation']",Tank Force,2017-10-23,4.99,604500,Extreme Developers,2017
"['Action', 'Indie']",Trooper 1,2017-10-23,2.99,728710,Marco Noordergraaf,2017
"['Casual', 'Indie']",The Girl on the Train,2017-10-23,0.99,729330,NewWestGames,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Glo,2017-10-23,4.99,711550,Chronik Spartan,2017
"['Action', 'Casual']",Rain of Pumpkins,2017-10-23,2.99,659160,Gary &amp; Eddy,2017
"['Casual', 'Indie']",Cube Link,2017-10-23,3.99,681620,Hannes Delbeke,2017
"['Animation &amp; Modeling', 'Audio Production', 'Design &amp; Illustration', 'Software Training', 'Video Production']",Ozapell Basic,2017-10-23,14.99,523410,Ozapell,2017
"['Action', 'Adventure', 'Indie']",Debris,2017-10-23,19.99,669660,Moonray Studios,2017
"['Adventure', 'Indie']",GRIM - Mystery of Wasules,2017-10-24,9.99,714530,StudioBACKSTAGE,2017
"['Action', 'Indie', 'Early Access']",PAWARUMI,2017-10-23,16.99,610410,Manufacture 43,2017
['Video Production'],MAGIX Video deluxe 2018 Plus Steam Edition,2017-10-23,99.99,700020,MAGIX Software GmbH,2017
['RPG'],"BLUE REFLECTION: Bonus Costume, Nightless Saber",2017-10-24,4.99,688274,"KOEI TECMO GAMES CO., LTD.",2017
['RPG'],Nights of Azure 2: Bride of the New Moon / よるのないくに２ ～新月の花嫁～,2017-10-24,59.99,636570,"KOEI TECMO GAMES CO., LTD.",2017
"['Action', 'Casual', 'Simulation', 'Strategy']",Trivia Vault: Video Game Trivia Deluxe,2017-10-24,4.99,730220,Ripknot Systems,2017
['RPG'],"Nights of Azure 2: Bonus Costume, Blue High School Uniform",2017-10-24,4.99,696350,"KOEI TECMO GAMES CO., LTD.",2017
"['Adventure', 'Casual']",Darkness and Flame: Missing Memories,2017-10-24,6.99,646330,FIVE-BN GAMES,2017
['Indie'],Viaerium,2017-10-24,2.99,728870,Fireballed Studio,2017
"['Indie', 'Simulation', 'Strategy']",The Escapists 2 - Wicked Ward,2017-10-24,3.99,716580,"Team17 Digital Ltd,Mouldy Toof Studios",2017
"['Adventure', 'Indie']",Indygo,2017-10-24,5.99,702600,Pigmentum Game Studio,2017
"['Action', 'Indie']",Vibrant,2017-10-24,4.99,712430,Auburn Sounds,2017
"['Action', 'Indie']",Unit 4: Clash of Agents,2017-10-24,0.99,658670,Gamera Interactive,2017
"['Action', 'Indie']",Jet Buster,2017-10-24,9.99,618070,Team Grybanser Fox,2017
"['Action', 'Indie']",Ocean's Crabellum,2017-10-24,2.99,726330,Crabellum Games,2017
"['Action', 'Indie']",EVERSPACE™ - Encounters,2017-10-24,9.99,709150,ROCKFISH Games,2017
"['Casual', 'Indie']",Trapped Within,2017-10-24,9.99,617230,Rockywood Studios,2017
['Racing'],Virtual Race Car Engineer 2018,2017-10-24,14.99,728150,Tim McArthur,2017
"['Adventure', 'Indie', 'Strategy']",White Noise 2 - Lilith,2017-10-24,1.99,691441,Milkstone Studios,2017
"['Action', 'Casual', 'Indie']",Mad Age & This Guy,2017-10-24,9.99,671650,Atomic Wolf,2017
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",Trove - Gourdzilla Pack,2017-10-24,4.99,731390,Trion Worlds,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Wanderlust OST - Soundtrack,2017-10-24,0.99,729690,Eternity Studios,2017
"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",Ballistic Mini Golf,2017-10-24,4.99,725960,Microlith Games,2017
"['Indie', 'RPG']",Shadows of Adam - Guild of the Artificers,2017-10-24,3.99,663820,Something Classic Games LLC,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – DragonForce - “Through the Fire and Flames”,2017-10-24,2.99,637762,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Variety Song Pack XII,2017-10-24,9.99,637761,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Elton John - “Saturday Night’s Alright (For Fighting)”,2017-10-24,2.99,637763,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Colin Hay of Men at Work - “Down Under 2012”,2017-10-24,2.99,637764,Ubisoft - San Francisco,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rusted Root - “Send Me On My Way”,2017-10-24,2.99,637765,Ubisoft - San Francisco,2017
"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Xenomarine,2017-10-25,9.99,676830,Fourfold Games,2017
"['Indie', 'Simulation', 'Strategy']",Galactic Civilizations III - Mech Parts Kit DLC,2017-10-24,2.99,513520,Stardock Entertainment,2017
['Strategy'],Battlevoid: Sector Siege OST,2017-10-25,1.99,736800,Liam Davis,2017
['Indie'],Arcade Moonlander,2017-10-25,2.99,727020,Daniel Griffin,2017
