,user_id,posted,item_id,recommend,year_posted,sentiment_analysis
35647,76561198135993852,04-04-2015,270150,False,2015,2
35648,Sylveonssssss,25-01-2015,440,True,2015,1
35649,rembestogirl,15-10-2015,218620,False,2015,1
35651,76561198051664244,29-12-2015,730,True,2015,2
35652,Mondrow20,04-12-2014,440,True,2014,2
35653,stupidbitchcunt,09-12-2013,4920,True,2013,1
35654,dnnclarke66,15-11-2014,332800,True,2014,0
35655,Eros13,17-06-2014,4560,True,2014,2
35656,Eros13,17-03-2014,43160,True,2014,2
35657,76561198071542886,22-12-2015,730,True,2015,2
35658,felipetoledoribeiro,15-12-2014,440,True,2014,1
35660,76561198038335264,07-12-2015,328220,False,2015,2
35661,76561198038335264,25-06-2014,256290,True,2014,2
35662,76561198038335264,14-03-2015,245280,True,2015,2
35663,76561198038335264,14-03-2015,261570,True,2015,2
35664,76561198038335264,14-03-2015,323470,True,2015,2
35665,CorporalTaylor200,03-11-2015,105600,False,2015,0
35668,76561198090180844,05-06-2014,440,True,2014,2
35670,76561198090180844,15-11-2015,304930,True,2015,2
35671,76561198071540898,23-12-2015,243870,True,2015,2
35672,76561198071540898,03-09-2015,570,True,2015,0
35673,komix15,24-11-2015,65800,True,2015,2
35674,komix15,24-11-2015,282070,True,2015,0
35675,komix15,24-11-2015,200260,True,2015,2
35676,komix15,18-09-2015,219640,True,2015,0
35677,komix15,24-11-2015,50130,True,2015,1
35678,komix15,24-11-2015,232090,True,2015,2
35680,76561198053796134,06-05-2014,252490,True,2014,2
35681,76561198079559505,22-01-2014,224900,True,2014,2
35682,76561198079559505,20-12-2015,203210,False,2015,1
35683,76561198079559505,22-01-2014,223470,True,2014,2
35684,76561198079559505,02-01-2014,221910,True,2014,2
35685,Moomoomang,21-10-2015,404080,False,2015,2
35686,Moomoomang,15-04-2014,214610,True,2014,2
35687,Moomoomang,24-09-2015,400110,True,2015,2
35688,Moomoomang,11-01-2014,239030,True,2014,2
35689,opw,15-09-2014,251570,True,2014,2
35690,opw,15-09-2014,218620,True,2014,0
35691,opw,19-04-2014,224260,True,2014,2
35692,opw,31-12-2015,730,False,2015,2
35693,opw,15-08-2015,205100,True,2015,1
35694,opw,21-06-2014,220240,True,2014,2
35695,76561198051645324,29-07-2014,227940,True,2014,1
35696,76561198065080939,21-12-2014,242920,True,2014,0
35697,76561198065080939,19-12-2014,322330,True,2014,0
35699,76561198065080939,21-12-2014,227300,True,2014,0
35700,76561198065080939,22-12-2013,72850,True,2013,2
35701,76561198065080939,28-12-2015,305620,True,2015,0
35702,76561198065080939,21-03-2015,275100,True,2015,0
35703,6592,28-06-2014,40400,True,2014,2
35704,Scalerss,01-11-2014,51100,True,2014,0
35705,Scalerss,22-05-2013,223710,True,2013,2
35706,Scalerss,25-02-2013,240,True,2013,2
35708,mooserodah,26-06-2014,8870,True,2014,2
35709,76561198077072857,12-12-2015,311210,False,2015,1
35711,mygrandsonnathan,24-12-2013,107410,True,2013,2
35712,mygrandsonnathan,08-01-2014,440,True,2014,2
35715,Obamastar,01-08-2015,261030,True,2015,2
35716,Obamastar,25-12-2013,105600,True,2013,2
35718,explosiv3,11-05-2015,275200,True,2015,2
35719,explosiv3,06-06-2015,373180,True,2015,2
35720,76561198067229346,26-12-2014,212160,False,2014,2
35721,76561198067229346,21-01-2015,230410,True,2015,0
35722,arbiter928,05-09-2014,730,True,2014,0
35723,arbiter928,17-02-2014,234190,True,2014,2
35725,76561198034465295,30-12-2015,330830,True,2015,2
35726,76561198018733084,27-10-2012,49520,True,2012,2
35727,76561198029566748,17-02-2015,295110,True,2015,2
35728,76561198029566748,05-10-2014,219150,True,2014,2
35729,76561198071578622,20-11-2015,273350,True,2015,0
35730,76561198071578622,27-08-2014,208090,True,2014,1
35732,mortonawsome100,27-01-2015,4000,True,2015,2
35733,Mortwolf,15-01-2015,332800,True,2015,2
35734,rossico,07-03-2014,570,True,2014,2
35735,76561198056590465,31-12-2014,250900,True,2014,2
35736,0896398616,20-06-2014,206420,True,2014,1
35737,0896398616,29-03-2014,223710,True,2014,1
35738,76561197967118917,26-01-2015,222900,True,2015,2
35739,76561198064711492,21-03-2014,264200,True,2014,2
35741,burningspoke,01-10-2014,243870,False,2014,2
35742,movrex,20-10-2015,319630,True,2015,0
35743,Moving_McTarget,20-08-2012,50300,True,2012,0
35744,Moving_McTarget,17-07-2014,238090,True,2014,1
35745,Moving_McTarget,29-08-2015,388520,False,2015,2
35746,MOV_NICHOLAS,30-03-2014,244850,True,2014,2
35751,Moyi2706,08-03-2014,550,True,2014,2
35752,Moyi2706,10-02-2014,218620,True,2014,1
35753,76561198047629421,19-04-2014,274190,True,2014,2
35754,mysterypancake,15-07-2014,203810,True,2014,2
35755,fsociety_00,21-06-2015,252490,True,2015,2
35757,fsociety_00,16-10-2015,304930,True,2015,1
35758,fsociety_00,27-08-2015,49520,True,2015,2
35760,76561198064358345,07-09-2015,359050,True,2015,2
35761,76561198043449077,13-02-2014,105600,True,2014,2
35762,mrjeffersontm,29-11-2015,4000,True,2015,2
35763,mrjeffersontm,05-08-2014,440,True,2014,1
35764,WILDCAT192,11-05-2015,730,True,2015,2
35767,76561198065420140,23-12-2014,4000,True,2014,1
35768,76561198065420140,21-12-2014,220200,True,2014,2
35769,76561198070188197,19-08-2015,236390,True,2015,1
35770,76561198105011167,01-12-2015,730,True,2015,2
35771,WhyWontSenpaiNoticeMe,14-03-2014,550,True,2014,0
35772,mouthtoass,10-08-2015,730,True,2015,0
35773,Tombuscus,07-12-2014,233270,True,2014,2
35776,nuclearpig22,16-10-2015,274190,True,2015,1
35777,Kitakats,02-04-2014,265930,True,2014,2
35779,Kitakats,27-12-2013,105600,True,2013,2
35780,moxxi2050,26-11-2013,209000,True,2013,2
35781,moxxi2050,11-03-2014,213670,True,2014,2
35782,moxxi2050,24-01-2014,252490,False,2014,0
35783,moxxi2050,28-12-2013,33230,True,2013,2
35784,moxxi2050,06-12-2013,233130,True,2013,2
35785,moxxi2050,04-12-2013,225140,True,2013,1
35786,76561198065414275,07-05-2015,304930,True,2015,1
35787,76561198084015139,02-03-2013,1250,True,2013,0
35788,76561198084015139,02-08-2013,13210,True,2013,2
35789,76561198084015139,02-08-2013,11450,True,2013,0
35790,76561198084015139,02-08-2013,227480,True,2013,1
35791,76561198059457068,01-08-2014,258050,True,2014,2
35792,Mr-Sydney,25-07-2015,304930,True,2015,2
35796,76561198064162552,23-07-2014,246620,True,2014,2
35797,76561198064162552,23-07-2014,34330,True,2014,2
35798,76561198064162552,23-07-2014,203770,True,2014,0
35799,76561198060546291,23-06-2014,238460,True,2014,2
35800,mrwafflessauce,27-11-2013,440,True,2013,2
35801,FastenedWalnut,08-02-2014,252490,True,2014,0
35802,FastenedWalnut,19-01-2013,4000,True,2013,2
35803,armeda,18-03-2014,2600,True,2014,2
35804,armeda,13-06-2011,13510,True,2011,2
35805,76561198090272909,07-04-2015,730,True,2015,2
35807,MrYeroc,15-03-2015,25000,True,2015,2
35808,itsGeeGee,27-06-2014,247730,True,2014,0
35809,josyco123,20-12-2013,224540,True,2013,2
35810,76561198038210954,27-12-2013,70000,True,2013,0
35813,leslam,22-04-2015,232090,True,2015,1
35814,76561198008532637,17-05-2015,255710,True,2015,2
35815,76561198008532637,20-04-2015,48700,True,2015,0
35816,76561198008532637,30-12-2013,72850,True,2013,2
35818,76561198181103730,18-08-2015,440,True,2015,2
35819,CDTLEGO,15-12-2013,248820,True,2013,0
35820,PenguinsOP,30-11-2015,250900,True,2015,2
35823,76561198079787848,17-02-2015,204360,True,2015,2
35824,t1rath,22-06-2014,730,True,2014,2
35825,76561198071964717,30-10-2014,440,True,2014,2
35826,76561198094667834,26-06-2014,113200,True,2014,1
35827,76561198081074389,11-01-2015,218230,True,2015,1
35829,76561198081074389,19-11-2015,244850,True,2015,2
35830,76561198049104801,18-10-2014,204300,True,2014,1
35831,76561198049104801,25-12-2013,550,True,2013,2
35832,76561198049104801,10-12-2015,219150,True,2015,2
35834,76561198072567851,15-03-2014,440,True,2014,2
35835,SPACEgamer,06-07-2014,218230,True,2014,2
35837,SPACEgamer,11-06-2014,104900,True,2014,0
35838,TheClubberLang,28-11-2014,570,True,2014,2
35839,TheClubberLang,17-11-2014,440,True,2014,2
35840,TheClubberLang,17-11-2015,1840,True,2015,2
35841,TheClubberLang,21-02-2015,227700,True,2015,2
35842,AlejoSchlogl,10-06-2014,208090,False,2014,0
35843,poipoiLOLOLOLOL,17-01-2015,34330,True,2015,1
35844,poipoiLOLOLOLOL,04-07-2014,440,True,2014,2
35847,CXYLV7J2YTEPIQO7POLCDA5NYE6EFWAB,06-12-2013,440,True,2013,2
35848,76561198040774797,19-04-2014,200210,True,2014,2
35849,76561198040774797,06-01-2014,204300,True,2014,2
35850,76561198040774797,26-06-2014,24010,True,2014,1
35852,76561198040774797,11-09-2015,252530,True,2015,2
35853,76561198040774797,15-05-2015,209160,True,2015,2
35854,76561198040774797,17-05-2014,440,True,2014,2
35855,76561198040774797,04-01-2014,730,True,2014,2
35856,Jarrude,16-02-2015,261640,False,2015,0
35857,Jarrude,16-02-2015,206420,True,2015,2
35858,Jarrude,25-06-2014,49520,True,2014,2
35859,Jarrude,17-06-2015,240460,False,2015,0
35860,MistaDak,20-07-2015,291550,True,2015,2
35861,MistaDak,15-12-2013,730,True,2013,2
35862,MistaDak,18-07-2015,339800,True,2015,2
35863,MistaDak,16-03-2015,235600,False,2015,2
35864,76561198092440135,28-05-2014,440,True,2014,2
35865,Zombiepig950,16-01-2013,1250,True,2013,2
35866,Zombiepig950,04-03-2013,17410,True,2013,1
35867,Zombiepig950,16-01-2013,204360,True,2013,0
35868,Zombiepig950,17-05-2012,550,True,2012,1
35869,Zombiepig950,28-10-2011,105600,True,2011,1
35870,76561198061523132,13-02-2015,570,False,2015,2
35872,connorlynn,21-12-2013,10180,True,2013,2
35874,Codstar30,06-01-2014,25000,True,2014,2
35875,76561198055623411,09-02-2014,440,True,2014,1
35882,76561198070548390,07-05-2015,305620,True,2015,2
35884,76561198070548390,07-08-2015,317360,True,2015,2
35885,76561198055938832,08-07-2014,250320,True,2014,1
35886,76561198090511238,25-08-2014,205100,True,2014,2
35888,natapongmunesai,01-10-2014,249130,True,2014,1
35889,76561198073226201,28-08-2014,49520,True,2014,2
35890,the1corp,31-05-2015,374570,True,2015,2
35891,Pigeater5,26-11-2014,45740,False,2014,1
35892,Pigeater5,14-01-2015,212200,True,2015,0
35893,kukluxpyro,12-02-2014,440,True,2014,1
35894,kukluxpyro,04-02-2014,550,True,2014,2
35895,70spots,29-05-2015,214420,True,2015,2
35896,70spots,23-11-2014,304930,True,2014,0
35897,MrRandomGuy,22-06-2014,243780,True,2014,2
35899,76561198059372017,15-02-2014,570,True,2014,2
35900,76561198060768791,05-04-2015,306130,True,2015,2
35901,76561198060768791,21-03-2014,211820,True,2014,2
35902,76561198060768791,24-04-2015,72850,True,2015,1
35903,76561198060768791,06-04-2014,6860,True,2014,1
35904,76561198029533323,23-09-2014,258970,True,2014,2
35905,76561198093834014,11-07-2014,48700,True,2014,2
35906,76561198093834014,27-06-2014,440,True,2014,0
35907,76561198093834014,29-01-2014,250420,True,2014,2
35909,mrthromato98,01-12-2015,417860,False,2015,1
35910,mrthromato98,28-12-2014,218620,True,2014,0
35911,mrthromato98,07-06-2014,63380,True,2014,2
35912,mrthromato98,12-03-2014,271290,True,2014,2
35913,mrthromato98,26-01-2014,730,True,2014,2
35914,JustLeftSteam,11-05-2014,211820,True,2014,1
35915,76561198103674275,18-04-2015,243470,True,2015,2
35916,76561198103674275,06-09-2014,204300,True,2014,2
35918,76561198080024214,20-06-2014,204360,True,2014,1
35919,76561198080024214,02-07-2014,230410,False,2014,1
35920,76561198080024214,01-07-2014,202970,True,2014,1
35921,RentedGas124,19-02-2015,333950,True,2015,2
35922,RentedGas124,14-06-2014,550,True,2014,2
35923,RentedGas124,27-02-2014,104900,True,2014,2
35924,RentedGas124,21-12-2014,620,False,2014,2
35926,RentedGas124,14-03-2014,244850,True,2014,2
35927,76561198048259980,02-04-2014,250460,True,2014,2
35928,76561198048259980,02-04-2014,246420,True,2014,2
35930,76561198052776159,22-12-2014,50300,True,2014,1
35931,76561198069479694,10-03-2014,730,True,2014,1
35933,DarthVegas,06-12-2014,730,True,2014,2
35934,DarthVegas,14-02-2014,22330,True,2014,2
35935,DarthVegas,14-02-2014,72850,True,2014,0
35936,DarthVegas,21-06-2014,440,True,2014,1
35937,DarthVegas,09-12-2013,211820,True,2013,2
35938,DarthVegas,16-01-2015,295110,True,2015,0
35939,76561198008105343,03-12-2013,233130,True,2013,0
35940,76561198045090814,03-02-2015,264140,True,2015,2
35941,76561198045090814,23-04-2014,620,True,2014,2
35942,76561198045090814,02-01-2014,200210,False,2014,2
35945,zacharydonnelly,23-05-2015,326410,True,2015,2
35946,zacharydonnelly,29-11-2014,204300,False,2014,0
35947,zacharydonnelly,13-08-2014,227940,False,2014,0
35950,76561198066699330,01-12-2014,4560,True,2014,1
35951,MrExecutionerQQ,19-11-2015,730,True,2015,0
35952,MLP_22,13-05-2014,236390,True,2014,2
35953,MLP_22,14-02-2014,440,True,2014,2
35955,76561198077530172,23-11-2013,224260,True,2013,2
35957,76561198077530172,13-12-2015,209870,True,2015,2
35958,76561198077530172,27-10-2014,230410,True,2014,2
35959,76561198077530172,26-04-2013,223710,True,2013,0
35960,76561198077530172,24-04-2013,440,True,2013,2
35961,76561198017212077,11-03-2014,224760,True,2014,2
35962,76561198017212077,01-01-2014,250420,False,2014,2
35963,76561198017212077,21-03-2015,209830,True,2015,0
35964,76561198017212077,21-03-2013,570,True,2013,0
35965,76561198017212077,31-05-2015,730,True,2015,0
35966,76561198017212077,09-11-2014,219740,True,2014,0
35968,76561198069324966,02-01-2015,245130,True,2015,2
35969,76561198069324966,23-01-2014,251570,True,2014,2
35970,MrModra,28-04-2014,203750,True,2014,2
35971,76561198029207370,08-10-2014,273110,False,2014,2
35972,76561198029207370,30-09-2014,32800,True,2014,2
35973,76561198029207370,28-02-2014,34010,True,2014,1
35974,76561198029207370,03-12-2013,55230,True,2013,2
35975,albusdunble1,04-08-2015,730,True,2015,1
35976,76561198066130577,21-01-2013,72850,True,2013,1
35977,76561198050667465,30-05-2015,212070,False,2015,0
35979,76561198050667465,06-12-2015,323610,True,2015,2
35980,76561198050667465,04-11-2015,255710,True,2015,0
35981,76561198050667465,08-05-2015,301520,False,2015,0
35982,mrooxx,14-11-2014,200260,True,2014,1
35983,mrooxx,26-12-2013,230190,False,2013,1
35984,mrooxx,14-11-2014,48700,True,2014,1
35985,mrooxx,04-09-2014,221380,True,2014,2
35986,mrooxx,19-11-2013,570,True,2013,2
35988,MrPresident1401,05-11-2014,218620,True,2014,2
35990,76561198125368693,16-11-2015,24010,True,2015,1
35991,76561198125368693,17-11-2015,8190,True,2015,2
35992,76561198074092628,16-08-2014,304930,True,2014,1
35993,MrSlothe,23-12-2013,107410,True,2013,2
35994,MrSpeedyPanda,24-02-2014,202170,True,2014,2
35995,MrSpeedyPanda,24-02-2014,235460,True,2014,2
35996,MrSpeedyPanda,24-02-2014,20500,False,2014,2
35997,MrSpeedyPanda,13-04-2012,72850,True,2012,2
35998,MrSpeedyPanda,13-04-2012,10180,True,2012,2
35999,MrSpeedyPanda,13-04-2012,240,True,2012,2
36000,MrSpeedyPanda,30-09-2011,42700,True,2011,0
36001,MrSpeedyPanda,10-09-2011,440,True,2011,2
36002,76561198040264010rr,11-09-2014,206190,True,2014,2
36003,76561198040264010rr,30-12-2013,12210,True,2013,1
36004,MrUnknownEMC,23-01-2015,72850,True,2015,2
36005,MrUnknownEMC,17-12-2014,212680,True,2014,2
36006,MrUnknownEMC,17-12-2014,24740,False,2014,2
36007,MrUnknownEMC,21-10-2014,24240,True,2014,2
36008,MrUnknownEMC,18-10-2014,218620,True,2014,2
36009,MrUnknownEMC,07-07-2015,369580,True,2015,1
36010,MrUnknownEMC,09-11-2015,12210,True,2015,2
36011,mrvoidlord,13-03-2015,730,True,2015,2
36012,Steam-Community-2002-2006,13-05-2014,730,False,2014,2
36013,76561198044314028,11-12-2013,205100,True,2013,2
36014,76561198057437285,09-04-2014,208090,True,2014,1
36016,Mr_1c3,29-08-2015,234630,True,2015,2
36018,76561198067965171,17-06-2015,252030,False,2015,0
36019,76561198091398351,25-09-2013,440,True,2013,1
36020,76561198092172350,29-05-2015,261030,True,2015,2
36021,AndogZAR,22-12-2014,335330,True,2014,2
36023,76561198065072317,10-12-2014,206500,True,2014,0
36024,76561198065072317,06-10-2013,570,True,2013,0
36025,76561198065072317,06-10-2013,28050,True,2013,1
36026,TheLittleBean,23-03-2014,239820,True,2014,2
36027,11124,16-10-2015,218620,False,2015,2
36028,76561198065604863,30-06-2015,236390,True,2015,2
36029,76561198065604863,17-05-2015,230410,True,2015,2
36030,76561198057755072,17-05-2014,22380,True,2014,2
36031,putthatthingbackwhereitcamefrom,08-11-2014,301520,True,2014,2
36032,76561198027169983,02-01-2014,231160,True,2014,2
36033,mrmullac,27-02-2014,440,True,2014,2
36034,mrmullac,24-02-2014,224480,True,2014,2
36035,mrmullac,11-12-2013,4000,True,2013,2
36036,mulligan6,07-11-2015,730,True,2015,2
36037,76561198072264331,11-07-2013,550,True,2013,1
36043,76561198091203454,13-11-2015,332500,False,2015,1
36044,76561198091203454,02-06-2015,10090,False,2015,2
36046,76561197990505840,21-04-2015,730,True,2015,1
36047,feedhimmungo,28-11-2015,107410,True,2015,0
36050,76561198064111719,25-01-2015,272510,True,2015,2
36051,76561198071374270,14-12-2015,730,True,2015,2
36052,murasamehd,02-10-2015,730,True,2015,2
36053,muritheburitto,06-11-2014,261640,True,2014,1
36054,Murkeeeee,26-12-2015,346900,True,2015,2
36055,equinox97,28-11-2013,239030,True,2013,2
36056,equinox97,08-02-2013,4000,True,2013,2
36058,spadesace007,10-11-2015,388090,True,2015,2
36059,muskieratboi,27-06-2014,39150,True,2014,2
36060,muskieratboi,27-06-2014,238210,True,2014,0
36061,muskieratboi,23-06-2014,249680,True,2014,2
36062,mustangjoel,10-01-2014,440,True,2014,2
36064,mutanterex22,08-12-2014,242050,True,2014,2
36065,mutanterex22,27-11-2013,10090,True,2013,0
36066,mutanterex22,03-01-2014,72850,True,2014,0
36067,mutanterex22,12-04-2014,33230,True,2014,1
36068,mutanterex22,03-07-2014,221100,True,2014,1
36070,Itsismynature,29-11-2015,346110,True,2015,0
36071,Itsismynature,30-08-2015,252490,False,2015,2
36072,Itsismynature,28-12-2014,299860,True,2014,0
36073,Itsismynature,17-12-2014,321360,True,2014,1
36074,76561198143242417,26-07-2014,246900,True,2014,2
36075,76561198035705957,06-07-2014,32800,True,2014,2
36076,76561198035705957,30-03-2014,8870,True,2014,2
36077,pouyf,30-08-2015,388520,False,2015,0
36078,pouyf,13-08-2015,333600,True,2015,1
36079,pouyf,31-07-2015,383080,True,2015,0
36080,pouyf,15-07-2015,39000,True,2015,2
36081,pouyf,27-06-2015,440,False,2015,1
36082,pouyf,01-04-2015,730,False,2015,1
36083,marijuwenis,28-01-2014,234710,True,2014,2
36084,juuhcsr,08-09-2015,218620,True,2015,1
36085,76561198059584945,08-12-2015,730,False,2015,0
36086,lollipopwarrior,19-09-2014,730,True,2014,2
36087,lollipopwarrior,18-01-2014,221100,True,2014,2
36088,OHDAYUMMAHNIGGA,25-05-2015,304930,True,2015,2
36089,OHDAYUMMAHNIGGA,01-05-2014,440,True,2014,2
36090,OHDAYUMMAHNIGGA,01-12-2014,570,True,2014,0
36091,76561198162228357,02-10-2015,63380,True,2015,2
36092,76561198048922022,23-12-2014,34900,True,2014,2
36093,76561198048922022,13-12-2013,70000,True,2013,2
36094,GlitterMissile,16-05-2015,301520,True,2015,2
36098,mycar11,24-06-2015,105600,True,2015,2
36099,mycar11,22-03-2014,207140,True,2014,2
36100,mycar11,04-12-2015,391540,True,2015,2
36102,76561198043946184,24-12-2014,3920,True,2014,2
36103,MySmilie,27-02-2015,313340,True,2015,2
36104,MySmilie,12-12-2014,115110,True,2014,2
36105,Mystance,30-09-2014,440,True,2014,2
36106,mysterd,11-07-2015,208650,True,2015,2
36107,mysterd,27-12-2011,22370,True,2011,2
36108,mysterd,05-06-2012,40390,True,2012,2
36109,mysterd,24-09-2011,57900,True,2011,2
36110,mysterd,13-12-2014,232430,True,2014,2
36111,mysterd,14-12-2014,233290,True,2014,0
36112,bunny123,21-12-2013,208580,True,2013,2
36113,ITS_COHN_JENA,05-08-2014,301520,True,2014,0
36114,ITS_COHN_JENA,19-11-2013,224260,True,2013,2
36116,esema1234,17-04-2015,4000,False,2015,0
36117,esema1234,17-04-2015,51100,False,2015,0
36118,esema1234,21-01-2014,224260,True,2014,2
36119,MysticalMrCool,06-07-2014,8870,True,2014,2
36120,MysticalMrCool,20-09-2014,94400,True,2014,1
36121,MysticRayn,21-06-2014,218620,True,2014,2
36122,MysticRayn,20-12-2013,72850,True,2013,2
36123,76561198148674853,11-11-2014,730,True,2014,2
36125,MythicalMango,20-04-2014,200210,True,2014,1
36126,76561198081422504,23-08-2014,301520,True,2014,2
36128,Iammin,18-12-2014,218620,True,2014,2
36129,Iammin,21-07-2014,440,True,2014,2
36130,WaliDreW,07-12-2013,730,True,2013,2
36131,WaliDreW,14-12-2013,570,True,2013,2
36132,nicaoooo,14-11-2015,730,True,2015,1
36133,nnotzsb,20-12-2013,2400,True,2013,2
36134,76561198088931923,24-02-2015,440,True,2015,1
36135,76561198088931923,25-10-2014,209000,True,2014,0
36136,n00bmobile,29-01-2015,17390,True,2015,0
36138,n00bmobile,18-10-2015,218620,False,2015,0
36139,n00bmobile,21-04-2015,264710,True,2015,2
36140,n00bmobile,16-02-2014,221100,True,2014,0
36141,n00bmobile,12-08-2015,271590,True,2015,2
36142,n00bmobile,15-03-2014,12210,True,2014,1
36144,xychome,16-06-2015,218620,False,2015,1
36145,xychome,22-03-2013,40800,True,2013,1
36146,xychome,10-05-2012,2270,True,2012,1
36147,xychome,04-01-2012,15620,True,2012,1
36148,xychome,27-12-2011,420,True,2011,1
36149,xychome,05-11-2011,550,True,2011,2
36150,76561198048227297,13-03-2015,730,True,2015,0
36151,76561198048227297,13-03-2015,307880,True,2015,2
36152,76561198048227297,13-03-2015,107410,True,2015,2
36153,76561198048227297,28-02-2015,236850,False,2015,2
36155,76561198048227297,16-03-2015,200510,True,2015,0
36156,Sickojosh,29-09-2013,4000,True,2013,1
36159,76561198058986434,01-10-2015,295110,True,2015,1
36160,76561198058986434,25-09-2015,349700,False,2015,1
36161,76561198058986434,09-09-2015,224260,True,2015,1
36162,NakinhaXapa,27-12-2013,223710,True,2013,1
36163,76561198083502691,04-04-2014,239220,True,2014,2
36164,76561198079931414,09-02-2015,35450,False,2015,1
36165,76561198079931414,13-10-2015,72850,True,2015,1
36166,76561198061777322,23-06-2014,216250,True,2014,2
36167,76561198040305315,21-10-2015,330830,True,2015,2
36168,76561198040305315,02-07-2014,70400,True,2014,2
36169,supersneaklord,03-10-2014,207230,True,2014,2
36172,76561198080697574,21-10-2014,268670,True,2014,1
36174,76561198080697574,01-09-2015,224600,False,2015,1
36175,76561198080697574,30-04-2014,236430,True,2014,1
36176,76561198080697574,28-11-2013,219990,True,2013,1
36177,76561198089699297,30-09-2014,224260,True,2014,2
36178,Nanananaaa,19-04-2014,271290,True,2014,2
36179,Nanananaaa,19-04-2014,230410,True,2014,2
36180,Nanananaaa,19-04-2014,237310,True,2014,1
36181,Nanananaaa,19-04-2014,204340,True,2014,2
36182,Nanananaaa,19-04-2014,266010,True,2014,0
36183,76561198092215337,02-06-2014,242760,True,2014,0
36184,76561198059715439,27-06-2015,218060,True,2015,1
36185,76561198059715439,19-06-2014,253710,False,2014,1
36186,76561198059715439,27-09-2015,63710,True,2015,2
36187,76561198059715439,18-06-2015,1510,True,2015,2
36188,76561198059715439,23-07-2014,223710,True,2014,1
36189,76561198059715439,21-07-2014,105600,True,2014,2
36190,76561198059715439,18-07-2014,304930,True,2014,2
36191,76561198059715439,26-06-2014,246700,True,2014,2
36192,76561198059715439,23-06-2014,204300,True,2014,2
36193,76561198059715439,29-04-2014,218230,True,2014,2
36195,76561198057762830,16-01-2014,261820,True,2014,2
36196,76561198115750015,25-04-2014,8930,True,2014,2
36197,76561198115750015,08-10-2015,10680,True,2015,1
36198,76561198115750015,28-07-2015,17390,True,2015,2
36199,76561198115750015,28-07-2015,3170,True,2015,2
36200,76561198115750015,26-07-2014,202970,True,2014,2
36201,76561198043226584,21-01-2015,105600,True,2015,2
36202,76561198089007932,19-06-2014,73220,True,2014,2
36203,76561198089007932,27-05-2014,34030,True,2014,2
36204,Nardiastorm,07-02-2014,218620,True,2014,2
36205,HA5,13-07-2014,48700,True,2014,1
36206,HA5,11-01-2014,221100,True,2014,0
36207,HA5,26-06-2014,211420,True,2014,0
36208,HA5,13-12-2013,42160,True,2013,2
36209,Navezinho,30-11-2014,4000,True,2014,1
36210,Narwh4l,26-09-2014,301520,True,2014,2
36211,Narwh4l,23-12-2015,250900,True,2015,2
36212,Narwh4l,22-07-2015,227940,True,2015,0
36213,Narwh4l,08-05-2015,236390,True,2015,2
36214,Narwh4l,13-02-2015,298630,True,2015,2
36215,Narwh4l,07-12-2014,17410,True,2014,2
36216,brunolopez67,30-06-2014,12120,True,2014,2
36217,brunolopez67,13-08-2015,550,True,2015,2
36219,brunolopez67,30-12-2015,48190,False,2015,0
36220,brunolopez67,17-12-2015,70,True,2015,2
36221,brunolopez67,24-08-2015,440,True,2015,1
36222,brunolopez67,24-08-2015,12110,True,2015,1
36223,TrippedSociety,07-12-2014,259800,True,2014,2
36224,TrippedSociety,31-01-2015,33670,True,2015,2
36225,TrippedSociety,28-11-2013,200510,True,2013,2
36226,ggaviation,15-12-2013,220,True,2013,2
36227,ggaviation,23-12-2015,22380,True,2015,2
36230,Nataszz,27-12-2015,274940,True,2015,2
36231,Nataszz,15-12-2015,243870,False,2015,2
36232,Nataszz,11-12-2015,413850,True,2015,2
36233,Nataszz,25-11-2015,730,True,2015,2
36234,76561198075329557,25-08-2015,440,True,2015,2
36235,legendofnatendo,07-02-2014,221640,True,2014,2
36237,nateprofile,21-03-2014,271290,False,2014,1
36238,76561198026256524,12-10-2015,730,True,2015,2
36239,76561198026256524,06-10-2015,239140,True,2015,0
36240,76561198026256524,08-12-2011,55150,True,2011,2
36241,yomamaishere,21-11-2014,242760,True,2014,2
36242,yomamaishere,21-11-2014,236510,False,2014,1
36243,yomamaishere,21-11-2014,232750,True,2014,2
36244,NathanJGaming,21-12-2013,248820,True,2013,2
36245,speedyy,18-02-2014,252490,True,2014,2
36246,speedyy,08-09-2012,730,True,2012,2
36247,speedyy,18-06-2012,440,True,2012,2
36248,76561198074506980,20-12-2013,730,True,2013,1
36250,76561198078562678,08-05-2015,107410,True,2015,2
36251,76561198078562678,05-04-2015,301520,True,2015,2
36252,76561198078562678,28-01-2013,550,True,2013,2
36253,76561198083758144,28-03-2015,255710,True,2015,1
36257,76561198084954002,06-11-2015,239140,True,2015,2
36258,76561198084954002,19-05-2015,241930,True,2015,2
36259,76561198084954002,22-05-2014,48700,True,2014,2
36261,tokachi,25-04-2014,222900,True,2014,2
36262,76561198051832446,04-09-2015,359050,True,2015,0
36263,76561198051832446,27-08-2015,252950,True,2015,0
36264,76561198051832446,03-07-2015,440,False,2015,1
36265,76561198087419337,24-05-2014,274190,True,2014,2
36267,TheTozmo,31-01-2015,72850,True,2015,1
36268,nazr1,24-12-2014,730,True,2014,1
36270,guwopguccimane,02-04-2014,221100,True,2014,0
36271,guwopguccimane,26-01-2015,313120,True,2015,2
36273,guwopguccimane,04-11-2012,440,True,2012,2
36274,guwopguccimane,30-04-2015,22380,True,2015,2
